genename,Tce_WB_log2FC_SB,Tce_WB_FDR_SB,Tce_WB_sexbias,Tce_WB_log2FC_SA,Tce_WB_FDR_SA,scaf_name,linkagegroup,chr_type
RBBH-17115,0.634010868,0.056170822,Unbiased,0.051137793,0.979252021,CM009473.1,LG10,A
RBBH-17116,0.187064128,0.78089165,Unbiased,0.038031888,0.989918109,CM009475.1,LG12,A
RBBH-17117,0.520601797,0.265470984,Unbiased,-0.106215768,0.968620551,CM009479.1,LG4,A
RBBH-17118,0.630419215,0.189077647,Unbiased,0.131014075,0.96281612,CM009477.1,LG2,A
RBBH-17119,0.006282276,0.992774748,Unbiased,0.012510028,0.995764028,PGFK01003638.1,NA,NA
RBBH-1712,1.120097625,0.001470839,female_biased,-0.780133484,0.156583148,PGFK01001673.1,NA,NA
RBBH-17120,1.860603298,1.50E-09,female_biased,-0.078028985,0.974365244,CM009480.1,LG5,A
RBBH-17121,-0.760139854,0.216333129,Unbiased,0.202998963,0.95492506,CM009474.1,LG11,A
RBBH-17122,1.648461343,0.015965425,female_biased,-0.925615557,0.505563498,CM009483.1,LG8,A
RBBH-17124,0.307397063,0.490369009,Unbiased,0.331048405,0.790741787,CM009478.1,LG3,A
RBBH-17125,-0.528341601,0.172936848,Unbiased,-0.051473298,0.980477705,CM009479.1,LG4,A
RBBH-17126,0.012471499,0.98812494,Unbiased,0.198717723,0.94417184,CM009483.1,LG8,A
RBBH-17127,0.937219129,0.100594133,Unbiased,-0.21095391,0.938549605,CM009479.1,LG4,A
RBBH-17128,1.149868093,0.000501701,female_biased,-0.44318324,0.650997068,CM009483.1,LG8,A
RBBH-17129,-2.178278074,4.48E-09,male_biased,1.004545067,0.176911703,CM009479.1,LG4,A
RBBH-1713,-0.144616869,0.782140622,Unbiased,0.054532784,0.979505074,CM009474.1,LG11,A
RBBH-17130,0.016021846,0.979297221,Unbiased,-0.316792579,0.782815714,CM009479.1,LG4,A
RBBH-17131,-0.730378577,0.372305565,Unbiased,0.563575789,0.826193574,CM009478.1,LG3,A
RBBH-17132,-1.0330142,0.049557979,male_biased,0.049087495,0.984262397,PGFK01002391.1,NA,NA
RBBH-17133,-0.432292664,0.420152171,Unbiased,0.263947183,0.902622286,CM009483.1,LG8,A
RBBH-17134,1.816912937,3.07E-05,female_biased,-0.506260818,0.770835358,CM009478.1,LG3,A
RBBH-17137,-0.315449013,0.63556285,Unbiased,-0.042985953,0.990270871,CM009480.1,LG5,A
RBBH-17138,0.607685218,0.166279295,Unbiased,0.360949139,0.790405808,CM009483.1,LG8,A
RBBH-17139,-0.916347827,0.035028152,male_biased,0.014629161,0.995764028,CM009480.1,LG5,A
RBBH-1714,-0.649235602,0.272285452,Unbiased,0.50603812,0.741056917,CM009482.1,LG7,A
RBBH-17140,-0.13462791,0.828248305,Unbiased,1.867278476,1.55E-05,CM009477.1,LG2,A
RBBH-17141,-0.269727325,0.680955799,Unbiased,0.702836032,0.474502204,CM009479.1,LG4,A
RBBH-17142,0.736076936,0.092613392,Unbiased,-0.302290643,0.865699107,CM009479.1,LG4,A
RBBH-17145,0.842677708,0.11130146,Unbiased,-0.055103107,0.982910185,CM009479.1,LG4,A
RBBH-17147,0.401058196,0.554242029,Unbiased,0.134448747,0.968620551,CM009479.1,LG4,A
RBBH-17148,0.630462275,0.10268626,Unbiased,0.15458114,0.931949711,CM009474.1,LG11,A
RBBH-17149,0.456050162,0.307089754,Unbiased,0.222783812,0.911316615,CM009484.1,LG9,A
RBBH-1715,-0.549341315,0.459364658,Unbiased,1.757053783,0.002659597,CM009480.1,LG5,A
RBBH-17150,-1.250901976,0.048911307,male_biased,-0.333201693,0.91611111,CM009483.1,LG8,A
RBBH-17152,-0.264375194,0.651238495,Unbiased,-0.067023844,0.979252021,CM009478.1,LG3,A
RBBH-17153,-0.10589122,0.85957685,Unbiased,0.046993019,0.983288495,CM009475.1,LG12,A
RBBH-17154,0.567916447,0.242012209,Unbiased,-0.046881029,0.988249745,CM009479.1,LG4,A
RBBH-17156,-0.01525624,0.982935061,Unbiased,-0.651607879,0.357066627,CM009474.1,LG11,A
RBBH-17157,-2.396996044,0.101960545,Unbiased,0.877122565,0.601642189,CM009483.1,LG8,A
RBBH-17159,-0.624543474,0.192016028,Unbiased,0.10264093,0.973682198,CM009481.1,LG6,A
RBBH-1716,-0.186472308,0.742523062,Unbiased,0.14812573,0.953582789,CM009483.1,LG8,A
RBBH-17160,-1.488159756,0.038373747,male_biased,0.763545375,0.831848474,CM009479.1,LG4,A
RBBH-17161,0.277656618,0.721143216,Unbiased,0.289958449,0.897632883,CM009477.1,LG2,A
RBBH-17162,-0.304828569,0.640276483,Unbiased,1.040527434,0.203991073,CM009478.1,LG3,A
RBBH-17165,-0.247355135,0.757257722,Unbiased,0.441262785,0.869482147,CM009477.1,LG2,A
RBBH-17166,0.262283676,0.711218522,Unbiased,-0.394775982,0.855447612,CM009478.1,LG3,A
RBBH-17167,0.175424634,0.810878718,Unbiased,-0.263360155,0.902622286,CM009474.1,LG11,A
RBBH-17169,-0.600762654,0.187206867,Unbiased,-0.451252421,0.715873942,CM009483.1,LG8,A
RBBH-1717,-1.164056778,0.000332848,male_biased,0.356232823,0.763662599,CM009478.1,LG3,A
RBBH-17170,0.149893743,0.89055845,Unbiased,0.805916278,0.684023033,CM009480.1,LG5,A
RBBH-17171,0.804207991,0.047414939,female_biased,0.001321174,0.999241392,CM009479.1,LG4,A
RBBH-17172,1.067518905,0.00414845,female_biased,0.387381968,0.747411425,CM009481.1,LG6,A
RBBH-17173,1.768610762,0.061147345,Unbiased,-0.427929832,0.962260904,CM009479.1,LG4,A
RBBH-17175,-0.206217978,0.757257722,Unbiased,0.166446066,0.964215484,CM009479.1,LG4,A
RBBH-17178,-0.628577556,0.242287006,Unbiased,0.700567968,0.41746746,CM009481.1,LG6,A
RBBH-17179,-0.740605924,0.166611419,Unbiased,-0.144736306,0.964215484,CM009481.1,LG6,A
RBBH-17180,0.208477392,0.778901775,Unbiased,-0.946246247,0.311646287,CM009481.1,LG6,A
RBBH-17181,-1.161293361,0.00634891,male_biased,-0.128598078,0.969956462,CM009479.1,LG4,A
RBBH-17182,-0.329469063,0.576156013,Unbiased,0.428743966,0.816013251,PGFK01001247.1,NA,NA
RBBH-17184,0.150082037,0.855806472,Unbiased,0.032761816,0.991001989,CM009482.1,LG7,A
RBBH-17185,-0.849766333,0.257836301,Unbiased,0.491578404,0.846425581,PGFK01001531.1,NA,NA
RBBH-17186,-0.396244846,0.55529007,Unbiased,0.785528298,0.316580113,CM009472.1,LG1,A
RBBH-17187,0.677310433,0.117692857,Unbiased,-0.486188532,0.606318721,CM009473.1,LG10,A
RBBH-17188,-0.101930724,0.853388935,Unbiased,-0.280658972,0.87001758,CM009476.1,LG13,X
RBBH-1719,-0.062230848,0.919461925,Unbiased,0.126838469,0.96281612,CM009481.1,LG6,A
RBBH-17190,0.203121555,0.768234707,Unbiased,0.026596543,0.994341402,CM009479.1,LG4,A
RBBH-17191,0.584590225,0.248485896,Unbiased,-0.148001538,0.962260904,CM009474.1,LG11,A
RBBH-17193,0.039467235,0.948832192,Unbiased,-0.285441239,0.866997569,CM009478.1,LG3,A
RBBH-17194,-1.332267462,0.000225083,male_biased,0.214834197,0.91074989,CM009483.1,LG8,A
RBBH-17195,-0.227357636,0.739981958,Unbiased,-0.343888243,0.92408383,CM009472.1,LG1,A
RBBH-17196,-0.213110333,0.739981958,Unbiased,0.525772812,0.800968495,CM009484.1,LG9,A
RBBH-17197,-0.41992753,0.53902104,Unbiased,0.090587895,0.977420535,CM009484.1,LG9,A
RBBH-17198,-0.939309354,0.306478296,Unbiased,0.401896181,0.920576632,CM009480.1,LG5,A
RBBH-17199,0.25252445,0.772881217,Unbiased,-0.073116425,0.982327568,CM009474.1,LG11,A
RBBH-172,0.556539109,0.295249203,Unbiased,-0.229187956,0.923195054,CM009476.1,LG13,X
RBBH-1720,0.018652303,0.973965923,Unbiased,0.355761402,0.723467849,PGFK01000128.1,NA,NA
RBBH-17200,-0.529094327,0.148321038,Unbiased,-0.123282972,0.955820666,CM009472.1,LG1,A
RBBH-17201,0.411472586,0.619795806,Unbiased,0.005901497,0.998250829,CM009477.1,LG2,A
RBBH-17202,-0.482149216,0.281561271,Unbiased,0.087182107,0.974365244,CM009479.1,LG4,A
RBBH-17203,0.596700946,0.170668549,Unbiased,-0.540592157,0.575297088,CM009472.1,LG1,A
RBBH-17204,-0.084642973,0.910301339,Unbiased,0.436893457,0.80238133,CM009478.1,LG3,A
RBBH-17206,0.294337789,0.514882349,Unbiased,-0.098387426,0.969956462,PGFK01001832.1,NA,NA
RBBH-17207,0.282499614,0.620857281,Unbiased,-0.973960478,0.052827977,PGFK01002634.1,NA,NA
RBBH-17208,0.564331881,0.191007108,Unbiased,0.047409518,0.98310023,CM009473.1,LG10,A
RBBH-17209,0.738324221,0.17947232,Unbiased,-0.047479647,0.987057414,CM009482.1,LG7,A
RBBH-17212,-0.339063065,0.512680314,Unbiased,0.111896391,0.969684091,CM009477.1,LG2,A
RBBH-17214,-0.500919563,0.238968029,Unbiased,-0.175721086,0.933902127,CM009474.1,LG11,A
RBBH-17215,-0.064937269,0.913367285,Unbiased,0.187904216,0.928745264,CM009477.1,LG2,A
RBBH-17216,0.560981832,0.258475594,Unbiased,-0.218753034,0.925881024,PGFK01003130.1,NA,NA
RBBH-17217,-1.361358798,0.001436858,male_biased,0.642115229,0.516860008,CM009483.1,LG8,A
RBBH-17219,-0.563670418,0.645918315,Unbiased,2.304387202,0.034498706,CM009482.1,LG7,A
RBBH-1722,0.178571768,0.762983715,Unbiased,-0.039960069,0.987057414,CM009473.1,LG10,A
RBBH-17220,1.473896696,3.32E-05,female_biased,0.038331588,0.987615829,CM009473.1,LG10,A
RBBH-17221,-0.582613638,0.447399557,Unbiased,-0.507488641,0.828363252,CM009476.1,LG13,X
RBBH-17222,0.441269222,0.619801516,Unbiased,-0.357513795,0.89863258,CM009472.1,LG1,A
RBBH-17223,0.384056348,0.42993,Unbiased,0.207680015,0.914939529,CM009478.1,LG3,A
RBBH-17224,0.704061557,0.067926291,Unbiased,-0.143441647,0.949123908,CM009483.1,LG8,A
RBBH-17225,0.245355681,0.630185318,Unbiased,-0.560330807,0.454096635,CM009475.1,LG12,A
RBBH-17227,0.769633556,0.015282367,female_biased,-0.085850993,0.969965601,PGFK01000384.1,NA,NA
RBBH-17228,-0.757447518,0.268765761,Unbiased,0.462129505,0.815564317,CM009474.1,LG11,A
RBBH-17231,1.910666029,9.24E-05,female_biased,0.767313884,0.342295656,CM009473.1,LG10,A
RBBH-17232,-0.900020633,0.210876543,Unbiased,-0.328170459,0.94213596,CM009480.1,LG5,A
RBBH-17233,0.306119179,0.722019016,Unbiased,-0.456232947,0.778687674,PGFK01001867.1,NA,NA
RBBH-17234,0.164456256,0.914951627,Unbiased,NA,NA,CM009472.1,LG1,A
RBBH-17235,-0.662686834,0.190954123,Unbiased,-1.259538673,0.042690697,CM009482.1,LG7,A
RBBH-17236,-1.221544982,0.108716052,Unbiased,0.26842693,0.942168093,CM009477.1,LG2,A
RBBH-17237,1.610774264,0.007717676,female_biased,0.728760677,0.280690567,CM009482.1,LG7,A
RBBH-1724,-0.980365137,0.014362583,male_biased,0.211594786,0.914939529,CM009476.1,LG13,X
RBBH-17240,-4.25E-05,0.999886004,Unbiased,0.106381328,0.980477705,CM009477.1,LG2,A
RBBH-17241,-1.441059241,0.000332848,male_biased,0.223834371,0.928474367,CM009472.1,LG1,A
RBBH-17242,0.473234735,0.257512269,Unbiased,-0.010839799,0.995764028,PGFK01003056.1,NA,NA
RBBH-17243,-0.776119049,0.251664927,Unbiased,-0.266577933,0.944022962,CM009483.1,LG8,A
RBBH-17244,-0.394301957,0.599546874,Unbiased,-0.258480508,0.94213596,CM009479.1,LG4,A
RBBH-17246,0.77150817,0.037485918,female_biased,-0.149754526,0.946130054,CM009478.1,LG3,A
RBBH-17247,-1.214561912,0.000670524,male_biased,-0.012108593,0.995764028,CM009478.1,LG3,A
RBBH-17248,-0.240712865,0.750718272,Unbiased,-0.091463521,0.979252021,CM009482.1,LG7,A
RBBH-17249,-0.043087187,0.959087644,Unbiased,0.377640776,0.879672373,CM009479.1,LG4,A
RBBH-1725,0.864291356,0.1416502,Unbiased,-0.509587408,0.726091015,CM009482.1,LG7,A
RBBH-17250,0.828567194,0.027462164,female_biased,-0.32578198,0.817720545,CM009483.1,LG8,A
RBBH-17251,0.09685405,0.874072609,Unbiased,-0.025488994,0.993096996,CM009483.1,LG8,A
RBBH-17252,-0.262634001,0.746248646,Unbiased,0.033148345,0.993146651,CM009481.1,LG6,A
RBBH-17255,0.764215761,0.073502725,Unbiased,-0.776073709,0.27682709,CM009475.1,LG12,A
RBBH-17256,-0.274309301,0.740719846,Unbiased,1.223025959,0.065918274,CM009477.1,LG2,A
RBBH-17257,-0.179238925,0.767792934,Unbiased,-0.266461655,0.899683717,PGFK01000666.1,NA,NA
RBBH-17258,0.332392878,0.787518347,Unbiased,-0.892095761,0.812991491,CM009479.1,LG4,A
RBBH-17259,0.242087454,0.773724093,Unbiased,-0.829280836,0.60122485,CM009477.1,LG2,A
RBBH-17261,-0.264225349,0.656069067,Unbiased,0.374630108,0.762618094,CM009484.1,LG9,A
RBBH-17262,-0.179893208,0.757257722,Unbiased,0.229833513,0.89471414,CM009475.1,LG12,A
RBBH-17263,-0.4861544,0.617575855,Unbiased,0.251439382,0.96281612,CM009474.1,LG11,A
RBBH-17265,-0.256779871,0.669754586,Unbiased,0.348303349,0.850215533,CM009478.1,LG3,A
RBBH-17266,0.513642355,0.266896956,Unbiased,-0.10548342,0.969684091,CM009480.1,LG5,A
RBBH-17267,-0.628071235,0.253086612,Unbiased,-0.455418937,0.793064167,CM009479.1,LG4,A
RBBH-17268,0.128477728,0.849760046,Unbiased,-0.10394021,0.97302922,CM009478.1,LG3,A
RBBH-17269,-0.536245407,0.371423392,Unbiased,-0.457160293,0.798579824,CM009478.1,LG3,A
RBBH-1727,-0.388741283,0.49336742,Unbiased,-0.177290225,0.940112009,CM009481.1,LG6,A
RBBH-17270,-0.273202331,0.68827192,Unbiased,0.214687915,0.928474367,CM009479.1,LG4,A
RBBH-17271,-0.437359913,0.299404878,Unbiased,-0.249005859,0.89471414,CM009474.1,LG11,A
RBBH-17272,1.497166464,0.162194351,Unbiased,1.72556717,0.301429262,CM009473.1,LG10,A
RBBH-17273,1.123592305,0.001160422,female_biased,0.075864876,0.977420535,CM009479.1,LG4,A
RBBH-17274,-3.31949826,2.85E-10,male_biased,0.765377289,0.696232997,PGFK01003155.1,NA,NA
RBBH-17275,0.243519523,0.886905747,Unbiased,-0.345448638,0.965067498,CM009483.1,LG8,A
RBBH-17276,-0.574178245,0.348726659,Unbiased,0.105725306,0.976578715,CM009477.1,LG2,A
RBBH-17277,1.040261454,0.178084031,Unbiased,0.004397754,0.99903039,CM009472.1,LG1,A
RBBH-17278,0.073929473,0.886375438,Unbiased,-0.193911613,0.913458548,CM009478.1,LG3,A
RBBH-17279,-0.689302842,0.335579507,Unbiased,0.07866174,0.982302496,CM009473.1,LG10,A
RBBH-1728,0.486285228,0.277118269,Unbiased,-0.265188399,0.886323969,CM009481.1,LG6,A
RBBH-17280,0.614320736,0.086298059,Unbiased,-0.105235906,0.96281612,CM009472.1,LG1,A
RBBH-17281,0.040636537,0.970491062,Unbiased,1.937984101,0.014413653,CM009479.1,LG4,A
RBBH-17282,-0.854039844,0.146107762,Unbiased,0.602385617,0.689570004,CM009478.1,LG3,A
RBBH-17284,-0.721215543,0.044909235,male_biased,0.078003496,0.974365244,CM009479.1,LG4,A
RBBH-17285,-1.081689624,0.01112227,male_biased,0.592292147,0.52070095,CM009481.1,LG6,A
RBBH-17286,0.279393849,0.659043628,Unbiased,0.95054052,0.149207112,PGFK01000994.1,NA,NA
RBBH-17287,-0.23758053,0.644376079,Unbiased,-0.324797325,0.831129313,CM009473.1,LG10,A
RBBH-17288,0.574970595,0.229208254,Unbiased,0.078157261,0.977420535,CM009478.1,LG3,A
RBBH-17289,-0.185147365,0.777109295,Unbiased,0.897507506,0.25226288,CM009479.1,LG4,A
RBBH-1729,0.572319276,0.344375481,Unbiased,-0.089351898,0.976896941,CM009478.1,LG3,A
RBBH-17290,-0.35532283,0.577875552,Unbiased,-0.596463023,0.705743466,PGFK01001247.1,NA,NA
RBBH-17293,0.040603862,0.965428933,Unbiased,-0.031271695,0.993348971,CM009473.1,LG10,A
RBBH-17296,0.444494098,0.545574135,Unbiased,-0.523059456,0.829252495,CM009481.1,LG6,A
RBBH-17297,-0.544099802,0.391461634,Unbiased,0.552550717,0.620392206,CM009478.1,LG3,A
RBBH-17298,0.065589363,0.895973634,Unbiased,0.147890726,0.938549605,PGFK01000663.1,NA,NA
RBBH-173,-0.765953,0.053553495,Unbiased,0.254442571,0.880883773,CM009479.1,LG4,A
RBBH-1730,0.387858154,0.538574878,Unbiased,0.414293879,0.856994106,CM009483.1,LG8,A
RBBH-17301,-1.003635327,0.066171541,Unbiased,0.337962506,0.899683717,CM009478.1,LG3,A
RBBH-17302,0.151187174,0.795335236,Unbiased,0.058054434,0.979316759,CM009482.1,LG7,A
RBBH-17303,-0.28048973,0.624749587,Unbiased,-0.210392797,0.928619193,CM009481.1,LG6,A
RBBH-17305,-0.688694991,0.444184262,Unbiased,-0.443326679,0.92715454,PGFK01002391.1,NA,NA
RBBH-17306,0.11627045,0.811400317,Unbiased,0.278874588,0.825072508,CM009482.1,LG7,A
RBBH-17307,-0.326423658,0.623427374,Unbiased,-0.985886813,0.34913045,CM009474.1,LG11,A
RBBH-17308,0.949090424,0.076114902,Unbiased,0.222383779,0.936437248,CM009479.1,LG4,A
RBBH-17309,0.235090569,0.697001117,Unbiased,2.333576401,5.33E-06,CM009482.1,LG7,A
RBBH-1731,0.219282022,0.680065712,Unbiased,0.038421932,0.987057414,CM009480.1,LG5,A
RBBH-17310,0.730435028,0.232149854,Unbiased,-0.063675841,0.981287099,CM009477.1,LG2,A
RBBH-17311,-0.068713313,0.936026606,Unbiased,0.476579475,0.765860873,CM009479.1,LG4,A
RBBH-17312,0.907168726,0.022966244,female_biased,-0.299800378,0.869482147,CM009480.1,LG5,A
RBBH-17313,-0.387429182,0.68948905,Unbiased,NA,NA,PGFK01001659.1,NA,NA
RBBH-17314,1.119488366,0.174025986,Unbiased,-0.238104746,0.953582789,CM009484.1,LG9,A
RBBH-17315,-1.192394517,0.010171062,male_biased,0.54676284,0.610693628,PGFK01001247.1,NA,NA
RBBH-17316,-0.461085801,0.560025516,Unbiased,0.087780354,0.980174979,CM009474.1,LG11,A
RBBH-17317,0.379668654,0.591538018,Unbiased,-0.238142994,0.928474367,CM009483.1,LG8,A
RBBH-17318,0.553869237,0.263289974,Unbiased,0.001655932,0.99903039,CM009480.1,LG5,A
RBBH-17319,-0.060770892,0.935897385,Unbiased,0.23202896,0.915592796,CM009478.1,LG3,A
RBBH-1732,0.275800953,0.524656015,Unbiased,0.3949331,0.689570004,CM009478.1,LG3,A
RBBH-17320,2.607346588,0.003343943,female_biased,-0.455198495,0.924272814,CM009474.1,LG11,A
RBBH-17321,0.362838199,0.667697563,Unbiased,-2.59985087,8.23E-05,CM009473.1,LG10,A
RBBH-17322,-0.21911328,0.642583553,Unbiased,-0.625183988,0.305561732,CM009480.1,LG5,A
RBBH-17323,0.165633023,0.726377736,Unbiased,-0.178627258,0.920030598,CM009479.1,LG4,A
RBBH-17324,0.7915351,0.175819797,Unbiased,-1.196345571,0.101949843,NA,NA,NA
RBBH-17325,1.94046739,5.53E-08,female_biased,-0.709442798,0.433664048,CM009479.1,LG4,A
RBBH-17326,0.826872396,0.384226082,Unbiased,-1.158306606,0.494473404,CM009474.1,LG11,A
RBBH-17327,0.515994671,0.468475154,Unbiased,-0.322464152,0.915381744,CM009476.1,LG13,X
RBBH-17328,0.063991171,0.934285476,Unbiased,0.0983355,0.977050728,CM009479.1,LG4,A
RBBH-1733,-0.121817147,0.855469906,Unbiased,-0.727887693,0.364244562,CM009481.1,LG6,A
RBBH-17330,-0.187572726,0.863475702,Unbiased,-0.684505497,0.771905068,CM009478.1,LG3,A
RBBH-17331,-0.271285407,0.558095935,Unbiased,-0.01274782,0.995764028,CM009480.1,LG5,A
RBBH-17332,1.09372433,0.024969744,female_biased,0.013726361,0.995764028,CM009472.1,LG1,A
RBBH-17333,0.196274294,0.71045629,Unbiased,-0.115336959,0.965116394,CM009482.1,LG7,A
RBBH-17334,0.275014509,0.585904337,Unbiased,-0.277043279,0.866251376,CM009481.1,LG6,A
RBBH-17335,0.106258516,0.833392752,Unbiased,-0.350529006,0.749964114,PGFK01000384.1,NA,NA
RBBH-17336,0.200271762,0.785921913,Unbiased,-0.303187688,0.904484612,CM009477.1,LG2,A
RBBH-17337,1.04346366,0.072854438,Unbiased,-0.938538638,0.349100311,CM009472.1,LG1,A
RBBH-17338,-0.382829163,0.390205634,Unbiased,-0.271883041,0.875719543,CM009483.1,LG8,A
RBBH-17339,0.50540345,0.289410784,Unbiased,-0.267170173,0.886323969,CM009480.1,LG5,A
RBBH-17340,-0.196914596,0.82668624,Unbiased,0.442934018,0.869186067,CM009481.1,LG6,A
RBBH-17341,0.326584517,0.624424342,Unbiased,-0.29592857,0.875719543,CM009478.1,LG3,A
RBBH-17342,-0.441617429,0.542143832,Unbiased,0.196412776,0.952210871,CM009481.1,LG6,A
RBBH-17344,-0.936382813,0.012667463,male_biased,0.143333403,0.949760421,CM009479.1,LG4,A
RBBH-17345,-0.062846105,0.97497553,Unbiased,0.218106683,0.975456897,CM009478.1,LG3,A
RBBH-17346,0.279901028,0.519699708,Unbiased,0.237669744,0.885247436,CM009478.1,LG3,A
RBBH-17347,-0.531360697,0.378146381,Unbiased,0.656024615,0.561525267,CM009479.1,LG4,A
RBBH-17348,-0.003091783,0.996864611,Unbiased,0.263722056,0.916471866,PGFK01002481.1,NA,NA
RBBH-17349,-0.765582954,0.041285915,male_biased,-0.21904811,0.946130054,CM009478.1,LG3,A
RBBH-17350,0.062369335,0.897150184,Unbiased,0.60966161,0.281824199,CM009479.1,LG4,A
RBBH-17351,0.716620203,0.124037715,Unbiased,0.414661892,0.892010871,CM009473.1,LG10,A
RBBH-17352,0.125244329,0.809203212,Unbiased,0.333481814,0.778687674,CM009481.1,LG6,A
RBBH-17353,-0.277729173,0.629590935,Unbiased,0.475282934,0.747411425,CM009478.1,LG3,A
RBBH-17354,0.088251453,0.885843348,Unbiased,-0.334065611,0.832103142,CM009476.1,LG13,X
RBBH-17355,0.408167188,0.385081126,Unbiased,0.049399066,0.981552825,CM009480.1,LG5,A
RBBH-17357,0.371915901,0.476809036,Unbiased,0.281977054,0.893804022,CM009479.1,LG4,A
RBBH-17359,-1.334715759,0.017793351,male_biased,0.526803777,0.757717913,CM009477.1,LG2,A
RBBH-1736,-0.037380409,0.951140551,Unbiased,-0.209691941,0.911046962,CM009481.1,LG6,A
RBBH-17360,0.282525408,0.61144169,Unbiased,-0.395792793,0.776111397,CM009482.1,LG7,A
RBBH-17361,-0.036781063,0.964048356,Unbiased,-0.021202341,0.99531583,CM009479.1,LG4,A
RBBH-17362,-0.264451922,0.727686395,Unbiased,-0.488066289,0.837320861,CM009481.1,LG6,A
RBBH-17365,-0.400070551,0.460286025,Unbiased,0.118576931,0.959027487,CM009473.1,LG10,A
RBBH-17366,-0.124338292,0.878608446,Unbiased,-0.057233329,0.983968305,CM009481.1,LG6,A
RBBH-17367,-0.494539236,0.208785898,Unbiased,-0.509408362,0.482358827,CM009480.1,LG5,A
RBBH-17369,0.571252254,0.344375481,Unbiased,0.161407526,0.957794525,CM009479.1,LG4,A
RBBH-1737,-0.054504837,0.932242395,Unbiased,-0.351263924,0.815564317,CM009478.1,LG3,A
RBBH-17370,-0.151189363,0.823078885,Unbiased,-0.775058712,0.613680298,CM009472.1,LG1,A
RBBH-17371,-0.009615479,0.990735012,Unbiased,0.210819608,0.949121577,CM009478.1,LG3,A
RBBH-17372,-0.246378834,0.830268144,Unbiased,0.062102113,0.989485857,CM009475.1,LG12,A
RBBH-17373,-0.771481744,0.113382036,Unbiased,0.586839368,0.694659234,CM009472.1,LG1,A
RBBH-17374,0.469042847,0.337304225,Unbiased,0.077359687,0.976896941,PGFK01000413.1,NA,NA
RBBH-17376,-0.576914587,0.194583954,Unbiased,-0.730694301,0.393960404,CM009479.1,LG4,A
RBBH-17377,0.848764986,0.169675976,Unbiased,-0.193612735,0.949487634,CM009480.1,LG5,A
RBBH-17378,-0.292431424,0.678368847,Unbiased,-0.003288196,0.998607063,PGFK01001247.1,NA,NA
RBBH-17379,0.199289179,0.782704326,Unbiased,-0.053274626,0.984262397,CM009478.1,LG3,A
RBBH-1738,-0.337450934,0.667250418,Unbiased,1.466276212,0.067019905,CM009482.1,LG7,A
RBBH-17380,0.656284504,0.212792568,Unbiased,0.253209317,0.903740571,CM009483.1,LG8,A
RBBH-17381,0.518205554,0.272958251,Unbiased,-0.594929086,0.509305425,CM009478.1,LG3,A
RBBH-17382,0.992632137,0.00418365,female_biased,-0.626173377,0.305561732,PGFK01001247.1,NA,NA
RBBH-17383,1.055544843,0.273815957,Unbiased,0.630180576,0.899683717,CM009472.1,LG1,A
RBBH-17384,-0.814616688,0.023887698,male_biased,0.248614978,0.89863258,CM009478.1,LG3,A
RBBH-17385,-0.210513818,0.800531309,Unbiased,-0.721645445,0.621051233,PGFK01002860.1,NA,NA
RBBH-17386,-1.143718578,0.419021629,Unbiased,0.58966871,0.923041498,CM009483.1,LG8,A
RBBH-17387,-0.026878322,0.975909224,Unbiased,0.486756872,0.746770067,CM009476.1,LG13,X
RBBH-17388,1.620880431,0.013047611,female_biased,0.404676868,0.929531412,PGFK01000374.1,NA,NA
RBBH-17389,-0.273934464,0.586376771,Unbiased,0.386835843,0.753081722,CM009483.1,LG8,A
RBBH-1739,0.889189852,0.048545734,female_biased,-0.150994945,0.955820666,CM009479.1,LG4,A
RBBH-17391,0.603749898,0.294371921,Unbiased,0.113023481,0.972818862,CM009481.1,LG6,A
RBBH-17392,0.716512866,0.072596826,Unbiased,0.23569045,0.88681341,CM009472.1,LG1,A
RBBH-17394,0.687144514,0.233950145,Unbiased,-0.17353251,0.955667026,CM009478.1,LG3,A
RBBH-17395,0.807908819,0.147237226,Unbiased,-0.161736255,0.958725767,CM009481.1,LG6,A
RBBH-17396,2.489911528,0.089438483,Unbiased,-1.095524239,0.794909099,PGFK01003155.1,NA,NA
RBBH-17397,0.601244345,0.537588685,Unbiased,0.332975613,0.937988651,CM009483.1,LG8,A
RBBH-17398,-0.003219499,0.996201749,Unbiased,0.110462397,0.980477705,CM009474.1,LG11,A
RBBH-17399,0.221754667,0.782602371,Unbiased,0.430481257,0.886323969,CM009483.1,LG8,A
RBBH-174,-0.76277888,0.021222165,male_biased,-0.198984204,0.914394487,CM009473.1,LG10,A
RBBH-1740,-0.883906822,0.028498456,male_biased,0.256962318,0.899683717,CM009484.1,LG9,A
RBBH-17400,-0.698194924,0.319002869,Unbiased,0.121877914,0.973682198,PGFK01003155.1,NA,NA
RBBH-17401,-0.744400536,0.540233632,Unbiased,-1.855199139,0.305441832,CM009482.1,LG7,A
RBBH-17403,0.223017805,0.709712508,Unbiased,0.523101242,0.620392206,CM009473.1,LG10,A
RBBH-17404,-1.189552656,0.144369244,Unbiased,0.485214495,0.897072025,CM009483.1,LG8,A
RBBH-17405,0.323464052,0.512342467,Unbiased,-0.385952769,0.757717913,NA,NA,NA
RBBH-17406,0.937786628,0.013129641,female_biased,-0.281078935,0.874105114,CM009481.1,LG6,A
RBBH-17408,-0.091809276,0.911242232,Unbiased,0.915250994,0.64428441,CM009475.1,LG12,A
